,title,rating,date,review,Word_Tok,CommentAferPreproc,sentiment
523,Avis Banque Populaire ,"1,0 sur 5 étoiles",08/08/2021,"je déplore la froideur, le manque d´humanité, voire le mépris des deux personnes qui m' ont accueillie, de vrais robots!cette rigidité accompagée d'une tres bonne conscience malgré le fait que je me trouvais dans une situation dramatique, malgré le fait aussi que ces gens savent que mon compte serait alimenté dans un delai très court et régulierement; je suis ulcéréé par cette humiliation que l'on aurait pu m'épargner, la mignonne qui m'a dit: ""je vous donne"" lorsque j ai demandé une avance, les deux commerciaux méprisants.la banque populaire m'a tuer!","['je', 'déplore', 'la', 'froideur', 'le', 'manque', 'd', 'humanité', 'voire', 'le', 'mépris', 'des', 'deux', 'personnes', 'qui', 'm', 'ont', 'accueillie', 'de', 'vrais', 'robots', 'cette', 'rigidité', 'accompagée', 'd', 'une', 'tres', 'bonne', 'conscience', 'malgré', 'le', 'fait', 'que', 'je', 'me', 'trouvais', 'dans', 'une', 'situation', 'dramatique', 'malgré', 'le', 'fait', 'aussi', 'que', 'ces', 'gens', 'savent', 'que', 'mon', 'compte', 'serait', 'alimenté', 'dans', 'un', 'delai', 'très', 'court', 'et', 'régulierement', 'je', 'suis', 'ulcéréé', 'par', 'cette', 'humiliation', 'que', 'l', 'on', 'aurait', 'pu', 'm', 'épargner', 'la', 'mignonne', 'qui', 'm', 'a', 'dit', 'je', 'vous', 'donne', 'lorsque', 'j', 'ai', 'demandé', 'une', 'avance', 'les', 'deux', 'commerciaux', 'méprisants', 'la', 'banque', 'populaire', 'm', 'a', 'tuer']",déplore froideur manque humanité voire mépris deux personnes accueillie vrais robots cette rigidité accompagée tres bonne conscience malgré fait trouvais situation dramatique malgré fait aussi gens savent compte alimenté delai très court régulierement ulcéréé cette humiliation pu épargner mignonne dit donne lorsque demandé avance deux commerciaux méprisants banque populaire tuer,Positive
524,Avis Banque Populaire ,"1,0 sur 5 étoiles",01/08/2021,"incroyable je me prends des 90 € de debits pour des « arrete de compte » alors que le compte est constamment dans le positif.quand je demande ils me disent qu’ils vont se renseigner sur le pourquoi du comment. et au final jamais de réponse, comment faire confiance a des voleurs pour garder votre argent? changer de banque.. vite !","['incroyable', 'je', 'me', 'prends', 'des', '90', 'de', 'debits', 'pour', 'des', 'arrete', 'de', 'compte', 'alors', 'que', 'le', 'compte', 'est', 'constamment', 'dans', 'le', 'positif', 'quand', 'je', 'demande', 'ils', 'me', 'disent', 'qu', 'ils', 'vont', 'se', 'renseigner', 'sur', 'le', 'pourquoi', 'du', 'comment', 'et', 'au', 'final', 'jamais', 'de', 'réponse', 'comment', 'faire', 'confiance', 'a', 'des', 'voleurs', 'pour', 'garder', 'votre', 'argent', 'changer', 'de', 'banque', 'vite']",incroyable prends 90 debits arrete compte alors compte constamment positif quand demande disent vont renseigner pourquoi comment final jamais réponse comment faire confiance voleurs garder argent changer banque vite,Positive
525,Avis Banque Populaire ,"1,0 sur 5 étoiles",29/07/2021,"la banque populaire a refusé notre prêt immobilier au dernier moment alors qu’il avait été accepté au préalable. cela retarde donc de manière conséquente notre achat.le parcours pour obtenir un bien immobilier est suffisamment compliqué, pas besoin de rajouter une contrainte. s´il y avait un problème avec notre emprunt il aurait été sympathique de le signaler dès le début plutôt que d’attendre quelques jours avant la signature finale.c’est extrêmement décevant et nous ne nous dirigerons plus vers cette banque décevante. nous partons donc vers une autre banque capable de respecter un accord et donc vers une autre banque plus compétente et respectueuse.cordialement","['la', 'banque', 'populaire', 'a', 'refusé', 'notre', 'prêt', 'immobilier', 'au', 'dernier', 'moment', 'alors', 'qu', 'il', 'avait', 'été', 'accepté', 'au', 'préalable', 'cela', 'retarde', 'donc', 'de', 'manière', 'conséquente', 'notre', 'achat', 'le', 'parcours', 'pour', 'obtenir', 'un', 'bien', 'immobilier', 'est', 'suffisamment', 'compliqué', 'pas', 'besoin', 'de', 'rajouter', 'une', 'contrainte', 's', 'il', 'y', 'avait', 'un', 'problème', 'avec', 'notre', 'emprunt', 'il', 'aurait', 'été', 'sympathique', 'de', 'le', 'signaler', 'dès', 'le', 'début', 'plutôt', 'que', 'd', 'attendre', 'quelques', 'jours', 'avant', 'la', 'signature', 'finale', 'c', 'est', 'extrêmement', 'décevant', 'et', 'nous', 'ne', 'nous', 'dirigerons', 'plus', 'vers', 'cette', 'banque', 'décevante', 'nous', 'partons', 'donc', 'vers', 'une', 'autre', 'banque', 'capable', 'de', 'respecter', 'un', 'accord', 'et', 'donc', 'vers', 'une', 'autre', 'banque', 'plus', 'compétente', 'et', 'respectueuse', 'cordialement']",banque populaire refusé prêt immobilier dernier moment alors accepté préalable cela retarde donc manière conséquente achat parcours obtenir bien immobilier suffisamment compliqué besoin rajouter contrainte problème emprunt sympathique signaler dès début plutôt attendre quelques jours avant signature finale extrêmement décevant dirigerons plus vers cette banque décevante partons donc vers autre banque capable respecter accord donc vers autre banque plus compétente respectueuse cordialement,Positive
526,Avis Banque Populaire ,"1,2 sur 5 étoiles",28/07/2021,"fraits débiteurs de 9.90 € alors que je n'ai pas été à découvert depuis plus de 10 mois. mais pour eux si je l'ai été 9jours les 2 derniers mois.incapable par contre de me justifier les sommes et dates de découverts, une vrai honte de la part de cette banque que je me presse de quitter au plus vite.","['fraits', 'débiteurs', 'de', '9', '90', 'alors', 'que', 'je', 'n', 'ai', 'pas', 'été', 'à', 'découvert', 'depuis', 'plus', 'de', '10', 'mois', 'mais', 'pour', 'eux', 'si', 'je', 'l', 'ai', 'été', '9jours', 'les', '2', 'derniers', 'mois', 'incapable', 'par', 'contre', 'de', 'me', 'justifier', 'les', 'sommes', 'et', 'dates', 'de', 'découverts', 'une', 'vrai', 'honte', 'de', 'la', 'part', 'de', 'cette', 'banque', 'que', 'je', 'me', 'presse', 'de', 'quitter', 'au', 'plus', 'vite']",fraits débiteurs 90 alors découvert depuis plus 10 mois si 9jours derniers mois incapable contre justifier dates découverts vrai honte part cette banque presse quitter plus vite,Negative
527,Avis Banque Populaire ,"2,0 sur 5 étoiles",27/07/2021,"coup de gueule surtout sur la mise a jour des opérations sur cyberplus, nouvelle application qui se veut moderne, super !!des efforts sur le visuel sont présentes, en revanche plus d'accès aux opérations a venir et le comble c'est que les opérations sont débitées entre 5 et 8 jours après, pas terrible quand on veut suivre ses comptes, du coup on reprend son carnet et fait comme dans les années 90!","['coup', 'de', 'gueule', 'surtout', 'sur', 'la', 'mise', 'a', 'jour', 'des', 'opérations', 'sur', 'cyberplus', 'nouvelle', 'application', 'qui', 'se', 'veut', 'moderne', 'super', 'des', 'efforts', 'sur', 'le', 'visuel', 'sont', 'présentes', 'en', 'revanche', 'plus', 'd', 'accès', 'aux', 'opérations', 'a', 'venir', 'et', 'le', 'comble', 'c', 'est', 'que', 'les', 'opérations', 'sont', 'débitées', 'entre', '5', 'et', '8', 'jours', 'après', 'pas', 'terrible', 'quand', 'on', 'veut', 'suivre', 'ses', 'comptes', 'du', 'coup', 'on', 'reprend', 'son', 'carnet', 'et', 'fait', 'comme', 'dans', 'les', 'années', '90']",coup gueule surtout mise jour opérations cyberplus nouvelle application veut moderne super efforts visuel présentes revanche plus accès opérations venir comble opérations débitées entre jours après terrible quand veut suivre comptes coup reprend carnet fait comme années 90,Positive
528,Avis Banque Populaire ,"1,0 sur 5 étoiles",23/07/2021,"banque de très mauvais conseils, en 2006 lors d'une assemblée générale on nous a conseillé d'acheter des actions natixis à 19€, soi-disant d'après le directeur général que c'était un placement de bon père de famille ! aujourd'hui 23 juillet 2021 on ne nous laisse pas le choix en nous reversant 4€ par action puisque natixis sort de la bourse.bien entendu quand on demande des explications au conseiller ( quand on arrive à en avoir un ) il n'y est pour rien et est incapable de vous fournir des explications rationnelles. je passe sur les frais de tenues de compte et également sur les virements. décevant pour une banque qui se prêtant populaire.","['banque', 'de', 'très', 'mauvais', 'conseils', 'en', '2006', 'lors', 'd', 'une', 'assemblée', 'générale', 'on', 'nous', 'a', 'conseillé', 'd', 'acheter', 'des', 'actions', 'natixis', 'à', '19', 'soi', 'disant', 'd', 'après', 'le', 'directeur', 'général', 'que', 'c', 'était', 'un', 'placement', 'de', 'bon', 'père', 'de', 'famille', 'aujourd', 'hui', '23', 'juillet', '2021', 'on', 'ne', 'nous', 'laisse', 'pas', 'le', 'choix', 'en', 'nous', 'reversant', '4', 'par', 'action', 'puisque', 'natixis', 'sort', 'de', 'la', 'bourse', 'bien', 'entendu', 'quand', 'on', 'demande', 'des', 'explications', 'au', 'conseiller', 'quand', 'on', 'arrive', 'à', 'en', 'avoir', 'un', 'il', 'n', 'y', 'est', 'pour', 'rien', 'et', 'est', 'incapable', 'de', 'vous', 'fournir', 'des', 'explications', 'rationnelles', 'je', 'passe', 'sur', 'les', 'frais', 'de', 'tenues', 'de', 'compte', 'et', 'également', 'sur', 'les', 'virements', 'décevant', 'pour', 'une', 'banque', 'qui', 'se', 'prêtant', 'populaire']",banque très mauvais conseils 2006 lors assemblée générale conseillé acheter actions natixis 19 soi disant après directeur général placement bon père famille aujourd hui 23 juillet 2021 laisse choix reversant action puisque natixis sort bourse bien entendu quand demande explications conseiller quand arrive avoir rien incapable fournir explications rationnelles passe frais tenues compte également virements décevant banque prêtant populaire,Positive
529,Avis Banque Populaire ,"1,2 sur 5 étoiles",21/07/2021,"vraiment très déçus de cette banque. nous avons subi une fraude à la cb et nous retrouvons à devoir saisir le médiateur car la banque ne veut rien faire, pire, on nous rend responsables de la situation alors qu'au moment des faits nous étions en plein mariage. dur dur l'atterrissage !","['vraiment', 'très', 'déçus', 'de', 'cette', 'banque', 'nous', 'avons', 'subi', 'une', 'fraude', 'à', 'la', 'cb', 'et', 'nous', 'retrouvons', 'à', 'devoir', 'saisir', 'le', 'médiateur', 'car', 'la', 'banque', 'ne', 'veut', 'rien', 'faire', 'pire', 'on', 'nous', 'rend', 'responsables', 'de', 'la', 'situation', 'alors', 'qu', 'au', 'moment', 'des', 'faits', 'nous', 'étions', 'en', 'plein', 'mariage', 'dur', 'dur', 'l', 'atterrissage']",vraiment très déçus cette banque subi fraude cb retrouvons devoir saisir médiateur car banque veut rien faire pire rend responsables situation alors moment faits plein mariage dur dur atterrissage,Negative
530,Avis Banque Populaire ,"1,0 sur 5 étoiles",05/07/2021,"agence incompétente absence de conseil et manque de respect pour la clientèle.aucune communication. un projet familial de déménagement soutenu depuis 4 mois et au dernier moment (5 jours ouvrés avant la date limite pour l obtention du prêt) , le prêt relai négocié depuis le départ s est vu complété d'une condition suspensive de signature de compromis de vente ( l objet d un pret relai n est il pas normalement la possibilité d acheter avant une vente?)impossible de vendre en si peu de temps. retrait de la banque au dernier moment sans aucun scrupule et avec une lettre de refus qui comporte des erreurs.....","['agence', 'incompétente', 'absence', 'de', 'conseil', 'et', 'manque', 'de', 'respect', 'pour', 'la', 'clientèle', 'aucune', 'communication', 'un', 'projet', 'familial', 'de', 'déménagement', 'soutenu', 'depuis', '4', 'mois', 'et', 'au', 'dernier', 'moment', '5', 'jours', 'ouvrés', 'avant', 'la', 'date', 'limite', 'pour', 'l', 'obtention', 'du', 'prêt', 'le', 'prêt', 'relai', 'négocié', 'depuis', 'le', 'départ', 's', 'est', 'vu', 'complété', 'd', 'une', 'condition', 'suspensive', 'de', 'signature', 'de', 'compromis', 'de', 'vente', 'l', 'objet', 'd', 'un', 'pret', 'relai', 'n', 'est', 'il', 'pas', 'normalement', 'la', 'possibilité', 'd', 'acheter', 'avant', 'une', 'vente', 'impossible', 'de', 'vendre', 'en', 'si', 'peu', 'de', 'temps', 'retrait', 'de', 'la', 'banque', 'au', 'dernier', 'moment', 'sans', 'aucun', 'scrupule', 'et', 'avec', 'une', 'lettre', 'de', 'refus', 'qui', 'comporte', 'des', 'erreurs']",agence incompétente absence conseil manque respect clientèle aucune communication projet familial déménagement soutenu depuis mois dernier moment jours ouvrés avant date limite obtention prêt prêt relai négocié depuis départ vu complété condition suspensive signature compromis vente objet pret relai normalement possibilité acheter avant vente impossible vendre si peu temps retrait banque dernier moment sans aucun scrupule lettre refus comporte erreurs,Negative
531,Avis Banque Populaire ,"1,5 sur 5 étoiles",25/06/2021,"frais de 400 euros demandé pour tous avenant au contrat et notamment la suspension du crédit alors que la personne est déjà en difficulté financière facturé en avril 2021, remboursement anticipé du prêt immobilier en juin 2021, 733 euros de frais pour remboursement anticipé. la personne a toujours tenu ses engagements malgré ses difficultés financières, dans un contexte économique difficile. merci pour ces frais de gestion énorme.","['frais', 'de', '400', 'euros', 'demandé', 'pour', 'tous', 'avenant', 'au', 'contrat', 'et', 'notamment', 'la', 'suspension', 'du', 'crédit', 'alors', 'que', 'la', 'personne', 'est', 'déjà', 'en', 'difficulté', 'financière', 'facturé', 'en', 'avril', '2021', 'remboursement', 'anticipé', 'du', 'prêt', 'immobilier', 'en', 'juin', '2021', '733', 'euros', 'de', 'frais', 'pour', 'remboursement', 'anticipé', 'la', 'personne', 'a', 'toujours', 'tenu', 'ses', 'engagements', 'malgré', 'ses', 'difficultés', 'financières', 'dans', 'un', 'contexte', 'économique', 'difficile', 'merci', 'pour', 'ces', 'frais', 'de', 'gestion', 'énorme']",frais 400 euros demandé tous avenant contrat notamment suspension crédit alors personne déjà difficulté financière facturé avril 2021 remboursement anticipé prêt immobilier juin 2021 733 euros frais remboursement anticipé personne toujours tenu engagements malgré difficultés financières contexte économique difficile merci frais gestion énorme,Positive
532,Avis Banque Populaire ,"1,8 sur 5 étoiles",20/06/2021,"après avoir contracté la banque pour faire une opposition de ma carte bleue suite à une escroquerie la veille, le soir je reçois un mail de ma conseillère. en me disant suite à la conversation avec son collègue. qu'elle accepte la transaction de la somme de 1 245 euros, que je n'ai jamais acceptée. la somme du fait de ma demande opposition. bref après des années étant clientes chez eux. je souhaite partir de leurs agences.","['après', 'avoir', 'contracté', 'la', 'banque', 'pour', 'faire', 'une', 'opposition', 'de', 'ma', 'carte', 'bleue', 'suite', 'à', 'une', 'escroquerie', 'la', 'veille', 'le', 'soir', 'je', 'reçois', 'un', 'mail', 'de', 'ma', 'conseillère', 'en', 'me', 'disant', 'suite', 'à', 'la', 'conversation', 'avec', 'son', 'collègue', 'qu', 'elle', 'accepte', 'la', 'transaction', 'de', 'la', 'somme', 'de', '1', '245', 'euros', 'que', 'je', 'n', 'ai', 'jamais', 'acceptée', 'la', 'somme', 'du', 'fait', 'de', 'ma', 'demande', 'opposition', 'bref', 'après', 'des', 'années', 'étant', 'clientes', 'chez', 'eux', 'je', 'souhaite', 'partir', 'de', 'leurs', 'agences']",après avoir contracté banque faire opposition carte bleue suite escroquerie veille soir reçois mail conseillère disant suite conversation collègue accepte transaction somme 245 euros jamais acceptée somme fait demande opposition bref après années clientes chez souhaite partir leurs agences,Negative
533,Avis Banque Populaire ,"1,0 sur 5 étoiles",15/06/2021,"dès lors que vous êtes victime d'une fraude bancaire, on vous traite comme un nuisible avec menace à la clé et ce quoiqu'on soit client depuis 20 ans sans aucun souci et avec un bon salaire. on ne vous propose aucune solution à par rembourser alors que la banque a commis les pires défaillances comme par exemple de ne pas prendre en compte votre appel téléphonique pour prévenir de la fraude, non-respect du découvert autorisé etc.fuyez-la banque populaire, ils sont malhonnêtes et ne respectent pas les lois et encore moins les clients.","['dès', 'lors', 'que', 'vous', 'êtes', 'victime', 'd', 'une', 'fraude', 'bancaire', 'on', 'vous', 'traite', 'comme', 'un', 'nuisible', 'avec', 'menace', 'à', 'la', 'clé', 'et', 'ce', 'quoiqu', 'on', 'soit', 'client', 'depuis', '20', 'ans', 'sans', 'aucun', 'souci', 'et', 'avec', 'un', 'bon', 'salaire', 'on', 'ne', 'vous', 'propose', 'aucune', 'solution', 'à', 'par', 'rembourser', 'alors', 'que', 'la', 'banque', 'a', 'commis', 'les', 'pires', 'défaillances', 'comme', 'par', 'exemple', 'de', 'ne', 'pas', 'prendre', 'en', 'compte', 'votre', 'appel', 'téléphonique', 'pour', 'prévenir', 'de', 'la', 'fraude', 'non', 'respect', 'du', 'découvert', 'autorisé', 'etc', 'fuyez', 'la', 'banque', 'populaire', 'ils', 'sont', 'malhonnêtes', 'et', 'ne', 'respectent', 'pas', 'les', 'lois', 'et', 'encore', 'moins', 'les', 'clients']",dès lors victime fraude bancaire traite comme nuisible menace clé quoiqu client depuis 20 ans sans aucun souci bon salaire propose aucune solution rembourser alors banque commis pires défaillances comme exemple prendre compte appel téléphonique prévenir fraude non respect découvert autorisé etc fuyez banque populaire malhonnêtes respectent lois encore moins clients,Positive
534,Avis Banque Populaire ,5 sur 5 étoiles,11/06/2021,"depuis que je suis à la bp je me sens plus tranquillisée et ce grâce à ma conseillère qui a toujours répondu à mes attentes et mes demandes.très réactive à mes mails et d’une gentillesse irréprochable. franchement je conseille cette banque à 100%j’ai ouvert des comptes pour chacune de mes filles ainsi que des cartes bleus avec des tarifs attractifs. j’ai également souscrit 2 contrats automobiles, 2 contrats habitation pour moi même et ma fille , 2 contrats gav , ainsi que des livrets etc et tout cela en toute confiance grâce à ma conseillère.je recommande cette banque qui évolue dans une bonne ambiance et un cadre très agréable et fluide.","['depuis', 'que', 'je', 'suis', 'à', 'la', 'bp', 'je', 'me', 'sens', 'plus', 'tranquillisée', 'et', 'ce', 'grâce', 'à', 'ma', 'conseillère', 'qui', 'a', 'toujours', 'répondu', 'à', 'mes', 'attentes', 'et', 'mes', 'demandes', 'très', 'réactive', 'à', 'mes', 'mails', 'et', 'd', 'une', 'gentillesse', 'irréprochable', 'franchement', 'je', 'conseille', 'cette', 'banque', 'à', '100', 'j', 'ai', 'ouvert', 'des', 'comptes', 'pour', 'chacune', 'de', 'mes', 'filles', 'ainsi', 'que', 'des', 'cartes', 'bleus', 'avec', 'des', 'tarifs', 'attractifs', 'j', 'ai', 'également', 'souscrit', '2', 'contrats', 'automobiles', '2', 'contrats', 'habitation', 'pour', 'moi', 'même', 'et', 'ma', 'fille', '2', 'contrats', 'gav', 'ainsi', 'que', 'des', 'livrets', 'etc', 'et', 'tout', 'cela', 'en', 'toute', 'confiance', 'grâce', 'à', 'ma', 'conseillère', 'je', 'recommande', 'cette', 'banque', 'qui', 'évolue', 'dans', 'une', 'bonne', 'ambiance', 'et', 'un', 'cadre', 'très', 'agréable', 'et', 'fluide']",depuis bp sens plus tranquillisée grâce conseillère toujours répondu attentes demandes très réactive mails gentillesse irréprochable franchement conseille cette banque 100 ouvert comptes chacune filles ainsi cartes bleus tarifs attractifs également souscrit contrats automobiles contrats habitation fille contrats gav ainsi livrets etc tout cela toute confiance grâce conseillère recommande cette banque évolue bonne ambiance cadre très agréable fluide,Positive
535,Avis Banque Populaire ,"4,0 sur 5 étoiles",26/05/2021,"quoique les conditions d'ouverture de compte m'aient été, on ne peut plus lourdes sur les justificatifs, la suite m'a donné satisfaction.car la banque m'a accompagné dans les réponses à mes besoins de trésorerie. et le crédit auto qui m'a été accordé, m'a donné une avancée sur la mobilité qui m'emmène à ce jour à la stabilité d'emploi.même si, certains frais me semblent un peu pesants.","['quoique', 'les', 'conditions', 'd', 'ouverture', 'de', 'compte', 'm', 'aient', 'été', 'on', 'ne', 'peut', 'plus', 'lourdes', 'sur', 'les', 'justificatifs', 'la', 'suite', 'm', 'a', 'donné', 'satisfaction', 'car', 'la', 'banque', 'm', 'a', 'accompagné', 'dans', 'les', 'réponses', 'à', 'mes', 'besoins', 'de', 'trésorerie', 'et', 'le', 'crédit', 'auto', 'qui', 'm', 'a', 'été', 'accordé', 'm', 'a', 'donné', 'une', 'avancée', 'sur', 'la', 'mobilité', 'qui', 'm', 'emmène', 'à', 'ce', 'jour', 'à', 'la', 'stabilité', 'd', 'emploi', 'même', 'si', 'certains', 'frais', 'me', 'semblent', 'un', 'peu', 'pesants']",quoique conditions ouverture compte peut plus lourdes justificatifs suite donné satisfaction car banque accompagné réponses besoins trésorerie crédit auto accordé donné avancée mobilité emmène jour stabilité emploi si certains frais semblent peu pesants,Positive
536,Avis Banque Populaire ,"2,2 sur 5 étoiles",26/05/2021,"une banque qui, dans ma région s'innove assez régulièrement, des dépôts de chèques automatiques à scanner, des virements instantanés à 1€, ces petites technos sont agréables quand je vois d'autres banques de certains de mes amis qui sont vraiment archaïques comparé à celle-ci.mais, des frais abusifs trimestriels des comptes pro sont constamment prélevés sans aucune justification (et pas de petites sommes), je téléphone à mon conseiller pour me rembourser ça à chaque fois.. et bizarement ils le font ! sans rien dire ! il faut constamment surveiller et ça en devient pénible.un turnover exceptionnel, je change de conseiller(ère) 2-3 fois par an. idem à l'accueil, jamais la même tête.il faut souvent justifier ses dépôts avec des papiers, les retraits en espèce, alors là, c'est encore pire mais j'imagine que toutes, le sont. les achats cb en ligne supérieur à 1.000€, vous pouvez oublier d'avance, vous n'avez plus qu'à attendre les horaires d'ouverture pour débloquer votre plafond (alors qu'il est déjà débloqué...). des virements très très longs, même issues de la même banque. et quasi tous les sites de plateformes d'échanges, investissements, cryptos sont black listés que ce soit pour les virements ou la cb.en résumé, si vous avez une utilisation ultra classique de votre banque, pourquoi pas, mais si vous êtes pro ou aimez avoir un peu de liberté sur vos achats et investissements, fuyez.","['une', 'banque', 'qui', 'dans', 'ma', 'région', 's', 'innove', 'assez', 'régulièrement', 'des', 'dépôts', 'de', 'chèques', 'automatiques', 'à', 'scanner', 'des', 'virements', 'instantanés', 'à', '1', 'ces', 'petites', 'technos', 'sont', 'agréables', 'quand', 'je', 'vois', 'd', 'autres', 'banques', 'de', 'certains', 'de', 'mes', 'amis', 'qui', 'sont', 'vraiment', 'archaïques', 'comparé', 'à', 'celle', 'ci', 'mais', 'des', 'frais', 'abusifs', 'trimestriels', 'des', 'comptes', 'pro', 'sont', 'constamment', 'prélevés', 'sans', 'aucune', 'justification', 'et', 'pas', 'de', 'petites', 'sommes', 'je', 'téléphone', 'à', 'mon', 'conseiller', 'pour', 'me', 'rembourser', 'ça', 'à', 'chaque', 'fois', 'et', 'bizarement', 'ils', 'le', 'font', 'sans', 'rien', 'dire', 'il', 'faut', 'constamment', 'surveiller', 'et', 'ça', 'en', 'devient', 'pénible', 'un', 'turnover', 'exceptionnel', 'je', 'change', 'de', 'conseiller', 'ère', '2', '3', 'fois', 'par', 'an', 'idem', 'à', 'l', 'accueil', 'jamais', 'la', 'même', 'tête', 'il', 'faut', 'souvent', 'justifier', 'ses', 'dépôts', 'avec', 'des', 'papiers', 'les', 'retraits', 'en', 'espèce', 'alors', 'là', 'c', 'est', 'encore', 'pire', 'mais', 'j', 'imagine', 'que', 'toutes', 'le', 'sont', 'les', 'achats', 'cb', 'en', 'ligne', 'supérieur', 'à', '1', '000', 'vous', 'pouvez', 'oublier', 'd', 'avance', 'vous', 'n', 'avez', 'plus', 'qu', 'à', 'attendre', 'les', 'horaires', 'd', 'ouverture', 'pour', 'débloquer', 'votre', 'plafond', 'alors', 'qu', 'il', 'est', 'déjà', 'débloqué', 'des', 'virements', 'très', 'très', 'longs', 'même', 'issues', 'de', 'la', 'même', 'banque', 'et', 'quasi', 'tous', 'les', 'sites', 'de', 'plateformes', 'd', 'échanges', 'investissements', 'cryptos', 'sont', 'black', 'listés', 'que', 'ce', 'soit', 'pour', 'les', 'virements', 'ou', 'la', 'cb', 'en', 'résumé', 'si', 'vous', 'avez', 'une', 'utilisation', 'ultra', 'classique', 'de', 'votre', 'banque', 'pourquoi', 'pas', 'mais', 'si', 'vous', 'êtes', 'pro', 'ou', 'aimez', 'avoir', 'un', 'peu', 'de', 'liberté', 'sur', 'vos', 'achats', 'et', 'investissements', 'fuyez']",banque région innove assez régulièrement dépôts chèques automatiques scanner virements instantanés petites technos agréables quand vois autres banques certains amis vraiment archaïques comparé celle ci frais abusifs trimestriels comptes pro constamment prélevés sans aucune justification petites téléphone conseiller rembourser ça chaque fois bizarement font sans rien dire faut constamment surveiller ça devient pénible turnover exceptionnel change conseiller ère fois an idem accueil jamais tête faut souvent justifier dépôts papiers retraits espèce alors là encore pire imagine toutes achats cb ligne supérieur 000 pouvez oublier avance plus attendre horaires ouverture débloquer plafond alors déjà débloqué virements très très longs issues banque quasi tous sites plateformes échanges investissements cryptos black listés virements cb résumé si utilisation ultra classique banque pourquoi si pro aimez avoir peu liberté achats investissements fuyez,Positive
537,Avis Banque Populaire ,"1,5 sur 5 étoiles",25/05/2021,"pas satisfaite de cette banque.pour la carte bancaire je n’aime pas le fait qu’on doit toujours appuyer sur « crédit comptant » pour s’en servir. de plus quand on retire de l’argent ça ne se débite que 2 jours plus tard , toujours du retard dans mes prélèvements . frais bancaires !de plus l’application est nulle. un code à 8 chiffres pour se connecter plus 30 seconde pour que l’application s’ouvre , il faut pas être presser !y’a pas de point positif pour cette banque . j’étais à axa banque et honnêtement c’était bien mieux même si ce n’est pas une banque de base !","['pas', 'satisfaite', 'de', 'cette', 'banque', 'pour', 'la', 'carte', 'bancaire', 'je', 'n', 'aime', 'pas', 'le', 'fait', 'qu', 'on', 'doit', 'toujours', 'appuyer', 'sur', 'crédit', 'comptant', 'pour', 's', 'en', 'servir', 'de', 'plus', 'quand', 'on', 'retire', 'de', 'l', 'argent', 'ça', 'ne', 'se', 'débite', 'que', '2', 'jours', 'plus', 'tard', 'toujours', 'du', 'retard', 'dans', 'mes', 'prélèvements', 'frais', 'bancaires', 'de', 'plus', 'l', 'application', 'est', 'nulle', 'un', 'code', 'à', '8', 'chiffres', 'pour', 'se', 'connecter', 'plus', '30', 'seconde', 'pour', 'que', 'l', 'application', 's', 'ouvre', 'il', 'faut', 'pas', 'être', 'presser', 'y', 'a', 'pas', 'de', 'point', 'positif', 'pour', 'cette', 'banque', 'j', 'étais', 'à', 'axa', 'banque', 'et', 'honnêtement', 'c', 'était', 'bien', 'mieux', 'même', 'si', 'ce', 'n', 'est', 'pas', 'une', 'banque', 'de', 'base']",satisfaite cette banque carte bancaire aime fait doit toujours appuyer crédit comptant servir plus quand retire argent ça débite jours plus tard toujours retard prélèvements frais bancaires plus application nulle code chiffres connecter plus 30 seconde application ouvre faut être presser point positif cette banque axa banque honnêtement bien mieux si banque base,Positive
538,Avis Banque Populaire ,"1,0 sur 5 étoiles",19/05/2021,"trop de frais bancaires non justifiés.malheureusement je n’avais pas vérifié avant l'ouverture de mes comptes, mais la banque populaire est la première banque en terme de facturation de frais bancaires ce qui coute très cher quand on fait le bilan à l'année.offres de prêt pas du tout compétitives.des conseillers qui pourraient être compétants, mais comme les directives sont de faire payer le client, ils n'ont pas la possibilité de le montrer.turnover très important, ce qui doit être dû aux conditions dans lesquelles on les fait travailler.","['trop', 'de', 'frais', 'bancaires', 'non', 'justifiés', 'malheureusement', 'je', 'n', 'avais', 'pas', 'vérifié', 'avant', 'l', 'ouverture', 'de', 'mes', 'comptes', 'mais', 'la', 'banque', 'populaire', 'est', 'la', 'première', 'banque', 'en', 'terme', 'de', 'facturation', 'de', 'frais', 'bancaires', 'ce', 'qui', 'coute', 'très', 'cher', 'quand', 'on', 'fait', 'le', 'bilan', 'à', 'l', 'année', 'offres', 'de', 'prêt', 'pas', 'du', 'tout', 'compétitives', 'des', 'conseillers', 'qui', 'pourraient', 'être', 'compétants', 'mais', 'comme', 'les', 'directives', 'sont', 'de', 'faire', 'payer', 'le', 'client', 'ils', 'n', 'ont', 'pas', 'la', 'possibilité', 'de', 'le', 'montrer', 'turnover', 'très', 'important', 'ce', 'qui', 'doit', 'être', 'dû', 'aux', 'conditions', 'dans', 'lesquelles', 'on', 'les', 'fait', 'travailler']",trop frais bancaires non justifiés malheureusement vérifié avant ouverture comptes banque populaire première banque terme facturation frais bancaires coute très cher quand fait bilan année offres prêt tout compétitives conseillers pourraient être compétants comme directives faire payer client possibilité montrer turnover très important doit être dû conditions lesquelles fait travailler,Positive
